Author	Title	City	Publisher	Year	Pages	Size	ISBN	Price	Product number
Barnard, Thea	Exodus dichtbij	's-Gravenhage	Boekencentrum	1975	56	19 x 12	9023930517	fl. 2.50	7512525
Barnard, Willem	Oude en nieuwe gedichten	Haarlem	U	1975	95	Unknown	9025102654	Unknown	7515041
Barnard, Willem	Papier als reisgenoot	159 blz	m	1975	159	21 x 13	9025102670	fl. 17.90	7515040
Barnes, Barnabe	Foure bookes of offices	Amst	Theatrum Orbis Terrarum	1975	Unknown	31 x 21	9022107124	fl. 52	7517219
Barnfield, Richard	The encomion of Lady Pecunia, or the praise of money	Amst	Theatrum Orbis Terrarum	1974	25	20 x 15	902210642X	fl. 7.50	7514911
Barnhoorn, C.	Mondeling Nederlands	Kampen	J	Unknown	24	Unknown	9024280427	fl. 2.60	7508340
Barnhoorn, C.	Taken voor de studieles	Kampen	J	1975	68	16 x 24	9024280591	fl. 6.50	7508330
Barnhoorn, C. [en] W. A. van Leeuwen	Leergang scheikunde voor het voortgezet onderwijs	Kampen	J	Unknown	153	Unknown	9024280532	fl. 13.90	7516238
Barnstein, H.	De valutamarkt	Amst	Nederlands Instituut voor het hank- en effectenbedrijf (Herengracht 136); Deventer, Kluwer	1974	64	Unknown	9026704739	fl. 7.50	7502612
Baron, Simone	Verzorg uw schoonheid	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7511633
Barr, Elisabeth	Taroola en de banneling	Naarden	Williams Nederland (postbus 5028)	Unknown	64	24 x 16	N/A	fl. 1.25	7508682
Barrack, Charles Michael	A diachronic phonology from Proto-Germanic to old English stressing West-Saxon conditions	The Hague	Mouton	1975	136	Unknown	N/A	fl. 40	7509591
Barre, H. L.,	kunde - Nagelkerke, G	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Barre, Harriet la	Schoonheidschirurgie	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7511632
Barreau, Jacques	Maisons-Lafitte en cartes postales anciennes	Duprès]	Zaltbommel, Bibliothèque Européenne	1975	80	Unknown	N/A	fl. 21.90	7508301
Barret, B.	Astrologie en uiterlijk	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7503207
Barris, Chuck	Jij en ik	[You and me	babel	1975	222	21 x 14	9024502624	fl. 18.90	7508036
Barron, D. W.	Recursive techniques in programming	Amst	Elsevier Pub!	Unknown	65	Unknown	N/A	Unknown	7515221
Barrow, John	KGB	432 blz	m	1975	432	21 x 14	N/A	fl. 28.90	7506725
Bartelds, Chris	Leren door te doen	's-Gravenh	Staatsuitgeverij	1975	170	Unknown	N/A	fl. 18.50	Unknown
Barteling, H., [en] J. van Ginderen	De proef op de som	Meppel	H	1974	64	Unknown	9024810043	fl. 3.25	7502252
Bartelink, A[ntoniusj K[arell M[ariaj	Synthesis of mitochondrial protein in the flight muscles of the Colorado beetle	68 blz	m	1975	68	24 x 17	N/A	Unknown	7528108
Bartelink, G. J. M.	Wat wisten de heidenen van het oudchristelijk taalgebruik? Rede uitgesproken hij de aanvaarding van het ambt van gewoon hoogleraar in het oudchristelijk Grieks, het oudchristelijk, vulgair en middeleeuwse Latijn aan de Katholieke Universiteit te Nijmegen op 6 juni 1975	Utr	Dekker & Van der Vegt	1975	29	Unknown	9023598307	fl. 4.50	7509677
Barth, E. M.	The logic of the articles in traditional philosophy	Potts]	Dordrecht, D	Unknown	535	Unknown	9027703507	fl. 160	7502099
Barthelme, Donald	Sneeuwwitje	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7515280
Barthes, Roland	Mythologieën	Amst	De Arbeiderspers	Unknown	314	Unknown	9029501111	fl. 29.50	7513217
Unknown	Bartimeus 60 jaar	Diepenhorst	P	Unknown	204	Unknown	N/A	Unknown	7517097
Bartlema, S., en M. Huizer	Burgers en besluit Leerboek voor de staatsinrichting en hand--vorming	144 blz	m	1975	144	Unknown	N/A	fl. 12	Unknown
Barton, Caroline	Moeders aan boord	Amst	P	1975	144	Unknown	N/A	fl. 13.50	7515480
Barwell, Eve, en Conrad Bailey	Hoe maak je vliegers	(België)	A	1975	28	Unknown	9022940586	fl. 4.90	7510909
Barwick, Humfrey	Concerning the force and effect of 	Amst	Theatrum Orbis Terrarum	1974	Unknown	Unknown	9022106438	fl. 18.75	7514912
Barzilay, Isaac	Yoseph Shlomo Delmedigo	XII, 379 blz	m	1974	379	Unknown	N/A	fl. 84	Unknown
Bas, Bertus Marinus	Studies on coagulase-thrombin	Meppel	Krips Repro (Industrieweg 5)]	1975	Unknown	Unknown	N/A	Unknown	7506001
Bas, Rutger	De dubbele bodem van Pech-zonderend	Amst	Ploegsma	1975	107	Unknown	9021601877	fl. 12.90	7512157
Unknown	Basart successen	63 blz	muz	1974	63	Unknown	N/A	Unknown	7503682
Basart, R. A.	Oranjebal	's-Gravenh	Bert Bakker	1975	55	Unknown	N/A	Unknown	7506161
Bascom, William R.	African dilemma tales	The Hague	Mouton	1975	162	Unknown	9027975094	fl. 30.50	7515639
Basford, Leslie	De leer der beweging	Rott	De Nationale Uitgeverij (Hilledijk 77 85)	1975	128	Unknown	N/A	fl. 9.95	7513937
Basford, Leslie	De rusteloze materie	Rott	De Nationale Uitgeverij (Hilledijk 77 - 85)	Unknown	128	27 x 20	N/A	fl. 9.95	7513933
Basford, Leslie [en] Joan Pick	De bliksem aan banden	Rott	De Nationale Uitgeverij (Hilledijk 77 - 85)	1975	127	Unknown	N/A	fl. 9.95	7513935
Basford, Leslie [en] Joan Pick	 - De lichtstralen	Rott	De Nationale Uitgeverij (Hilledijk 77 - 85)	1975	128	27 x 20	N/A	fl. 9.95	7513938
Unknown	Basic and therapeutic aspects of perinatal pharmacology	New York, Raven Press; Amst	North-Holland Publishing Company	Unknown	440	Unknown	N/A	fl. 73	7511742
Basic questions of design theory. Editor	William R	Amst	North-Holland Publishing Company	1974	530	23 x 15	N/A	fl. 93.60	7502477
Unknown	Basic statistics of the community	's-Gravenh	Staatsuitgeverij	Unknown	224	15 x 11	N/A	fl. 6.90	7516733
Unknown	Basis, A, and practice of neuroanaesthesia	Amst	Excerpta Medica	Unknown	274	25 x 17	9021920883	fl. 7.80	7508024
Unknown	Basiswoordenlijst Latijn	's-Hertogenb	Bureau van de CML klassieke talen (Hinthamereinde 72 I)]	1975	273	20 x 14	N/A	fl. 16	Unknown
Unknown	Baskerville serie	Amst	Atheneum - Polak & Van Gennep	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Bassermann-Jordan, Ernst von, [en] Hans von Bertele	Oude klokken	XII, 535 blz	m	1974	535	24 x 17	N/A	fl. 125	7503499
Bassiouni, M. Cherif	International extradition and world public order	Leiden	A	1974	630	23 x 15	9028600442	fl. 67.60	7504053
Basson, W. P.	Pivotal catalogues in the Aeneid	Amst	Adolf M	1975	208	22 x 15	9025607675	fl. 37.44	7511349
Bastiaans, W. Ch. J.	Magische invloeden en occulte waarde van edel- en sierstenen	Gron	In eigen beheer (Zaagmuldersweg 238)	1975	27	18 x 11	N/A	Unknown	7510862
Unknown	Bastiaans, Van planter tot bestuursambtenaar	Gron	In eigen beheer (Zaagmuldersweg 238)	1975	23	18 x 11	N/A	Unknown	7510861
Bastiaanssen, C. A., en A. A. F. Jochems	Beginselen van de biologie	Amst	Brussel (België), Agon Elsevier	1975	306	25 x 17	N/A	fl. 32.50	Unknown
Bastiaens, L.	Tractatus de angelis	Eigenbilzen (België)	Teejoo	1973	95	Unknown	N/A	Unknown	7509011
Bastiaens, M., [enl L. Bourgois	Ben en Eef	Deurne	Antw	1974	90	21 x 15	N/A	Unknown	Unknown
Unknown	Bij klassegebruik fr	Unknown	Unknown	1974	136	21 x 15	N/A	Unknown	7502330
Bij klassegebruik fr. 112.-. [prod.nr. 75 02 3291	Ben en Eef	Deurne	Antw	Unknown	Unknown	Unknown	N/A	Unknown	7502329
Bastide, Roger, Françoise Morin [etl Francois Raveau	Les Haitiens en France	231 blz	m	1975	231	23 x 15	N/A	fl. 30.25	7505900
Bataille, Georges	Het blauw van de hemel	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7503206
Batens, Diderik	Studies in the logic of induction and in the logic of explanation	Brugge (België)	De Tempel	1975	310	25 x 17	N/A	Unknown	7514497
Bathurst, Robin G. C.	Carbonate sediments and their diagenesis	Amst	Elsevier Publ	1975	658	24 x 16	N/A	fl. 1.35	7513169
Batselier, Steven de	De zachte moordenaars	(België)	De Nederlandsche Boekhandel	Unknown	251	20 x 12	9028900098	fl. 21.90	7502001
Batselier, Steven de	Impasse	(België)	De Nederlandsche Boekhandel	1975	160	20 x 12	9028997539	fl. 19.90	7502061
Battum, Annet van	Vreemde eend	Haarlem	U	1975	125	22 x 14	9025102646	fl. 12.90	7515039
Bau, N.	Goed filmen met super- en single-8	Amst	Elsevier	1975	191	18 x 12	N/A	fl. 8.90	Unknown
Baudet, H. Ph., en Ch. Boeree	Algemene scheikunde voor het havo	; 's-Gravenh	Nijgh & Van Ditmar	1975	112	24 x 16	9023610172	fl. 14.90	7512337
Unknown	Baudet,  -Scheikunde voor het havo	; 's-Gravenh	Nijgh & Van Ditmar	Unknown	160	24 x 16	9023610393	fl. 19.90	7507871
Baudet, en Chr. Boeree	Scheikunde voor het vwo	; 's-Gravenh	Nijgh & Van Ditmar	Unknown	181	24 x 16	9023610296	fl. 22.50	7511845
Baudoux, R., [en] M. J. van Eeckhoven	De carrosserie	2e	herziene druk	1975	257	25 x 16	9020108034	fl. 37.50	7509958
Bauer, J.	Welk mineraal is dat? Mineralen, edelstenen, gesteenten	Zutphen	W	1974	215	20 x 14	N/A	fl. 19.50	Unknown
Baum, Erich, en Klaus Paysan	Aquariumvissen in kleuren	Wageningen	L	1975	224	19 x 13	9020412973	fl. 19.50	7512140
Baumann, A. R.	Pneumatiek	132 blz	m	1975	132	Unknown	N/A	Unknown	Unknown
Baumann, Bedrich	Imaginative participation	The Hague	Martinus Nijhoff	1975	198	24 x 16	9024716934	fl. 46.80	7511425
Baumann, Kurt	Joachim de straatveger	l's-Gravenh	Dr	Unknown	32	29 x 21	N/A	fl. 12.50	7505745
Baumgartner, Albert, and Eberhard Reiche!	The world water balance	179 blz	m	1975	179	Unknown	N/A	fl. 125	7516269
Baxter, Olive	Een brief met opdracht	Naarden	Williams Nederland (postbus 5028)	1975	64	Unknown	N/A	fl. 1.25	7506272
Unknown	BB Cargo Onder red	Amst	De Bezige Bij	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
BB Literair. Amst., De Bezige Bij. F. 1W. Arien	Afscheid van de koningin	Buddingh': Daar ga je	Deibel! R	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
BB Poëzie. Amst., De Bezige Bij. J. Arends	Lunchpauzegedichten	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
BB Toneel. Amst., De Bezige Bij. H. Claus	Thuis	Amst	Elsevier Publ	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Bear, John	Verenigde Staten van Amerika	(België), Amst	Standaard Uitgeverij	1975	63	29 x 22	9025241360	fl. 14.90	Unknown
Beautemps, André	Michael Logan	Helmond	U	Unknown	32	Unknown	N/A	fl. 3.25	7505687
Beauvoir, Simone de	De bloei van het leven	Bussum	Agathon	1974	603	Unknown	9026957025	fl. 17.50	7502435
Beauvoir, Simone de	De gebroken vrouw	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Bussum, Agathon	Bussum	Agathon	1974	232	Unknown	9026957084	fl. 19.50	7502436
Unknown	Bussum, De ouderdom	Utr	Erven 	1975	432	Unknown	N/A	fl. 39.50	7510749
Unknown	Bussum, De schone schijn	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Bussum, Agathon	Unknown	Unknown	Unknown	173	Unknown	9026957122	fl. 12.50	7503367
Unknown	Bussum, Een welopgevoed meisje	Bussum	Agathon	1975	373	Unknown	9026957017	fl. 19.50	7509274
Butselaar, G. J.	Gij zijt die man	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7502339
Bech, Lars, en Leen van Ginkel	De bijbel maakt nieuwsgierig	[Driebergen	Bijbel Kiosk Vereniging (Hoofdstraat 55)	Unknown	122	Unknown	N/A	fl. 6.50	7517815
Becht, G. Ph. M.	Levensmiddelenhygiëne	Lochem	De Tijdstroom	1974	64	Unknown	N/A	fl. 10	7503184
Bechtel, H.	Exotische orchideeën	120 kleurenfoto's [en 118 ill	van de auteur	1975	71	20 x 14	N/A	fl. 8.25	Unknown
Bechtel, Helmut	Wat bloeit op tafel en voor het raam	Zutphen	W	1975	71	20 x 14	N/A	fl. 6.50	Unknown
Bechtle, W.	Terrariumdieren	Zutphen	W	1975	72	20 x 14	N/A	fl. 7.50	Unknown
Bechtle, W.	Tips voor macrofotografie	Zutphen	W	1975	64	Unknown	N/A	fl. 8.90	Unknown
Becker, Antoinette	Ik krijg een broertje	Helmond	U	1975	37	Unknown	9025241174	fl. 6.90	7507081
Becker, Antoinette	Ik zorg voor mijn huisdier	Helmond	U	1975	37	Unknown	9025241182	fl. 6.90	7507082
Becker, Abraham S., Bent Hansen and Malcolm H. Kerr	The economics and politics of the Middle East	Amst	Elsevier Publ	Unknown	134	Unknown	N/A	fl. 21	7509385
Becker, Jochen	'Twee lusters soot van aert"	pl	z	Unknown	124	24 x 19	N/A	Unknown	7514710
Becker, Jurek	Jakob de leugenaar	Utr	A	Unknown	278	21 x 13	9022951421	fl. 22.90	7505604
Becker, Selwyn W., [and] Duncan Neuhauser	The efficient organization	Amst	Elsevier	1975	237	Unknown	N/A	Unknown	7512296
Becker, Wilhard	Offensief van de liefde	's-Gravenh	J	1975	120	23 x 16	9029704330	fl. 13.75	7516960
Beckers, Krenning [und] Zinschitz	Heraus mit der Sprache	[Culemborg]	Stam-Robijns	1974	272	Unknown	N/A	fl. 4.95	Unknown
Beckers, Walter	Moon cigarettes	Kalmthout-Anvers (Belgique)	W	1973	31	12 x 9	N/A	Unknown	7509012
Beckford, James A.	Religious organization	The Hague	Mouton	1975	170	23 x 15	9027978514	fl. 24	7509597
Beckman, Gunnel	Mij overkomt dat niet	Rott	Lemniscaat	1975	103	22 x 15	N/A	fl. 9.90	7512422
Beckman, Gunnel	Toegang tot het feest	Rolt	Lemniscaat	1975	69	22 x 15	N/A	fl. 9.90	7512421
Beckman, H., en C. A. Buningh	De jaarrekening	Bedrijfseconomische	juridische en fiscale aspecten	1975	220	23 x 15	9020704850	fl. 34.50	7508090
Beckman, Thea	Een schip vol verhalen	[Verhalen en versjes van Thea en Marianne Beckman	Anneke Bunks e	1975	348	25 x 19	9021311267	fl. 11.50	7516396
Beckmann, John	A history of inventions, discoveries, and origins	Amst	B	Unknown	518	23 x 15	N/A	fl. 210	7505340
Becon, Thomas	The physyke of the soule	Amst	Theatrum Orbis Terrarum	1975	24	15 x 10	9022107132	fl. 7.50	7517733
Bédier, Joseph	Tristan & Isolde	Utr	Het Spectrum	160	154	18 x 11	9027407282	fl. 4	7516947
Unknown	Bedrijfseconomische monografieën	Leiden	H	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Bedrijfseconomische publikaties	's-Gravenh	Economisch Instituut voor het midden-en kleinbedrijf (Neuhuyskade 94)	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Bedrijfsgegevens voor de detailhandel in aardappelen, groenten en fruit over 1972 en 1973	Unknown	Unknown	1973	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Bedrijfsgegevens voor de detailhandel in alcoholhoudende en alcoholvrije dranken over 1972 III	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Bedrijfsgegevens voor de textieldetailhandel over 1973 en 1974 (Gespecialiseerde bedrijven)	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Bedrijfsgegevens voor het tweewielerbedrijf over 1972, 1973 en 1974 VII	Unknown	Unknown	1973	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Bedrijfsgegevens voor de detailhandel in aardappelen, groenten en fruit over 1972 en 1973	's-Gravenh	Economisch Instituut voor het midden-en kleinbedrijf (Neuhuyskade 94)	1973	56	24 x 17	N/A	fl. 12.50	7528285
Unknown	Bedrijfsgegevens voor de detailhandel in alcoholhoudende en alcoholvrije dranken over 1972 III	's-Gravenh	Economisch Instituut voor het midden-en kleinbedrijf (Neuhuyskade 94)	1975	74	17 x 24	N/A	fl. 20	7528261
Unknown	Bedrijfsgegevens voor de textieldetailhandel over 1973 en 1974 (Gespecialiseerde bedrijven)	's-Gravenh	Economisch Instituut voor het midden-en kleinbedrijf (Neuhuyskade 94)	1975	52	29 x 20	N/A	fl. 10	7527893
Unknown	Bedrijfsgegevens voor het tweewielerbedrijf over 1972, 1973 en 1974 VII	's-Gravenh	Economisch Instituut voor het midden-en kleinbedrijf (Neuhuyskade 94)	1975	106	24 x 17	N/A	fl. 15	7528232
Unknown	Bedrijfsleven, Ilet, in 1974	Amst	Kamer van Koophandel en Fabrieken (Kon	1974	32	23 x 15	N/A	Unknown	7509802
Unknown	Bedrijfssparen volgens de wet	3e	herziene druk	1975	100	23 x 15	N/A	fl. 13.50	7506051
Unknown	Bedrijfsuitkomsten in de landbouw	's-Gravenh	Landbouw-Economisch Instituut (Conradkade 175)	1975	145	23 x 16	N/A	fl. 13.50	7527531
Beecher-Stowe, Harriet	De hut van Oom Tom	's-Gravenh	Van Goor Zonen	1975	360	22 x 15	N/A	fl. 14.90	Unknown
Beecher-Stowe, Harriet	De negerhut van Oom Tom	Rott	Lekturama (Hilledijk 77)	1975	203	31 x 25	N/A	fl. 24.95	7513996
Beecher-Stowe, Harriet	De negerhut van Oom Tom	's-Gravenh	Van Goor Zonen	1975	360	20 x 12	N/A	fl. 9.50	Unknown
Beeck, Ivo Op de	De school is dood, leve de school	(België)	De Nederlandsche Boekhandel	1975	227	21 x 14	9028900438	fl. 20.90	7506219
Beeck, Wilfried Op de	Het rijk der levende lijken	Lier (België)	Van In	1975	95	23 x 16	9030602236	Unknown	7516264
Beeckman, P. F.	De studentenrevolte van 1924-25 te Leuven	(België)	De Nederlandsche Boekhandel	Unknown	44	23 x 13	9028900888	Unknown	7511460
Beeftink, A., [en] H. Vredevoogd	Het vreemde woord op de goede plaats	Taalboekje voor de hoogste klas basisschool	voor de laagste klassen van-sen van de het lbo, het mbo en het mavo en voor de brugklassen van havo en atheneum	Unknown	78	20 x 15	9024280702	fl. 4.95	7508332
Unknown	Beeftink,  -Woordgebruik	Kampen	J	1975	33	21 x 15	N/A	fl. 3.95	7508335
Beeghs, Tony	Lange wapper	(België), Utr	L	1974	103	23 x 15	N/A	fl. 6.30	7502054
Beek, E. S., en D. Quaadgras	Welke kunststof is dit? Een eenvoudige methode voor de herkenning van een aantal belangrijke kunststoffen	Culemborg	Stam Technische Boeken	Unknown	Unknown	21 x 15	N/A	fl. 5.40	Unknown
Beek, C. J. op de	Gezondheid	's-Gravenh	Nijgh & Van Ditmar	Unknown	84	24 x 16	9023621387	fl. 9.70	7514050
Beek, H. J. E. van	Dëventer vrogger en noe	Arnhem	Gijsbers & van Loon [Bakkerstraat 7 - 7a)	1974	183	23 x 15	N/A	fl. 39.50	7514313
Beek, J. van	Technische-beginselenleer	[Culemborg	H	1975	143	28 x 20	N/A	fl. 9.90	Unknown
Beek, J. van	A	[Culemborg	H	Unknown	64	27 x 19	N/A	fl. 9.60	Unknown
Beek, Marjan van	Een kwestie van taktiek	Bloemendaal	H	1975	139	21 x 14	9024400325	fl. 12.90	7506886
Beek, M. H. van, N. B. de Groot [en] J. H. Meijer	Hoj! Rekenen! Wiskundig rekenen voor de basisschool	Amst	Meulenhoff Educatief	Unknown	128	23 x 17	9028004963	fl. 18.50	7511933
Beek, Wilhelmus Maria van	Determination of the electric permittivity of conducting solutions at frequencies between 1 MHz and 100 MHz	Meppel	Krips Repro (Industrieweg 5)	1975	147	24 x 16	N/A	Unknown	7508874
Beek, A. van de	Kantoorpraktijk	Gron	Wolters-Noordhoff	1975	63	24 x 19	N/A	fl. 8.90	Unknown
Beek, G. van de, [en] D. Evers	Alle motoren	Alkmaar	De Alk	1975	80	18 x 13	N/A	fl. 5.90	7506609
Beekelaar, G. A. M.,	Beloofde, Het, land -Vaderlands verleden in veelvoud	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Beekhuis, W. H.	E	's-Gravenh	Van Goor Zonen	1975	68	19 x 13	N/A	fl. 3.95	Unknown
Beekman Bzn., J. H.	De kanarievogel	Amst	Keesing [1975]	1975	128	20 x 14	N/A	fl. 7.75	7510891
Unknown	Beeld in, beeld uit	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7503316
Unknown	Beeld van Oldenzaal	70 blz	m	1975	70	27 x 22	N/A	fl. 39.50	7515570
Unknown	Beelden uit het persoonlijke en openbare leven der dieren	de Balzac	L	Unknown	489	Unknown	N/A	fl. 15.90	7507273
Unknown	Beeldende kunst en architectuur	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	7511646
Beeldende vorming. De Bilt, Cantecleer. l.A. Gerritse	Geschiedenis van de beeldende vor -ming	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Beeldende vorming. Amst., J. F. Duwaer & Zonen. C. Vial	De beeldende vorming in de basisschool	W	Zie Rapport van de Technische commissie spreidingsplan streekscholen voor beroepsbegeleidend onderwijs	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Beem, H.	De Joden van Leeuwarden	[Leeuwarden]	Fryske Akademy (Doelestrjitte 8); Assen, Van Gorcum & Comp	1974	368	Unknown	9023212185	fl. 49	7502655
Beem, H.	Resten van een taal	154 blz	m	1975	154	19 x 40	9023213319	fl. 17.50	7516607
Beemster, S.	Zwaag in oude ansichten	Zaltbommel	Europese Bibliotheek	1975	Unknown	Unknown	N/A	fl. 21.90	7514025
Beemsterboer, P. A.	Warmenhuizen in oude ansichten	Waarin afbeeldingen van Warmenhuizen	Schoorldam en Krabbendam	1974	80	Unknown	N/A	fl. 18.90	7504603
Been, Joh. H.	Paddeltje, de scheepsjongen van Michiel de Ruyter	Alkmaar	Kluitman	1975	157	Unknown	9020620053	fl. 7.90	7511019
Beenen, Folkert	Hoe langer hoe gekker	Vinkeveen	Academic Service (Dodaarslaan 95)	1974	196	Unknown	N/A	Unknown	7503513
Beenhakker, Henri L.	Capital investment planning for management and engineering	]	Rotterdam University Press	1975	210	Unknown	N/A	fl. 61.90	Unknown
Besteladres	Academic Book Services Holland, postbus 66, Groningen	Unknown	Unknown	Unknown	Unknown	Unknown	9023722647	Unknown	7507315
Besteladres	Replacement and expansion investments	]	Universitaire Pers Rotterdam	1975	119	Unknown	N/A	fl. 51.50	Unknown
Besteladres	Academic Book Services Holland, postbus 66, Groningen	Unknown	Unknown	Unknown	Unknown	Unknown	902372268X	Unknown	7504157
Beentjes, P. A.	Some special formules of the England class of fifth order Runga-Kutta schemes	Amst	Mathematisch Centrum (2e Boerhaavestraat 49)	1975	Unknown	Unknown	N/A	Unknown	7529662
Beer en Marc. De Bilt, De Fontein. 1. P de Zwaan	Smokkel over de groene grens	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Beer, Vincentius Henricus Joseph de	Some structural aspects of the CoO-MoO3-y-AI2O3 hydrodesulfurization catalyst	pl	zu	Unknown	104	24x 16	N/A	Unknown	7507108
Beerens, A. C. J.. [en] A. W. N. Kerkhofs	101 proeven met de elektronenstraaloscilloscoop	M	Zie (ieelkerken, P	1975	132	Unknown	9020108042	fl. 17.50	7509950
Beers, Em. van, en P. J. van Elshout	Kent u ze nog	Zaltbommel	Europese Bibliotheek	1974	80	Unknown	N/A	fl. 19.90	7504812
Unknown	Beertje Colargol	Amst	Amsterdam Boek (Wibautstraat 129)	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Beertje Colargol. Ons t.v.-beertje in het Wilde Westen.	Kent u ze nog	Zaltbommel	Europese Bibliotheek	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Beertje Colargol	[Samenstelling: Olga Pouchine	Victor Villien en Jean-Jacques Thébault	1975	48	Unknown	N/A	fl. 4.25	7506730
Unknown	Beestje, wat eet je? [Antw	(België)	Zuid-Nederlandse Uitgeverij	Unknown	6	Unknown	9024311993	fl. 1.95	7508241
Beets, N.	Jeugd en welvaart	Utr	[Erven J	Unknown	244	Unknown	N/A	fl. 21.50	7502010
Beets, N.	Persoonsvorming in de adolescentie	Utr	Erven T	Unknown	232	Unknown	N/A	fl. 21.50	7503752
Beetsma, J.,	A	's-Hertogenb	L	1975	213	27 x 21	902080491X	fl. 18.50	7511220
Beetsma, J., P. A. Das [en] B. Pijlman	Geschiedeniswerkplaats	Gron	Wolters-Noordhoff	1975	57	21 x 17	N/A	fl. 8	Unknown
Beetsma, B. Pijlman, en P. Wagenaar	Hoe werk je het best? Studielessen voor het lager beroepsonderwijs	's-Hertogenb	L	1975	182	22 x 17	9020810111	fl. 8.60	7509644
Beetz, Tom	Intermediates in allene cycloadditions	Gron	Verenigde Reproduktie Bedrijven (Kleine der A4)	1975	110	Unknown	N/A	Unknown	7513703
Beex, G.	Vroege en Midden-Bronstijd	[Amersfoort]	Rijksdienst voor het oudheidkundig bodemonderzoek (Kleine Haag 2)	Unknown	25	Unknown	N/A	Unknown	7526211
Unknown	Befaamde schotels	Part	prijs opgeheven	Unknown	Unknown	Unknown	N/A	Unknown	7502107
Unknown	Begeleiding, De, van de chronische zieke	[Leuven (België)	Accol	1974	115	Unknown	N/A	fl. 19	7504624
Begemann, A. W.	Aanvangen der Griekse wijsbegeerte	Gron	De Vuurbaak	1975	166	24 x 16	N/A	fl. 27.50	7510993
Unknown	Begroting der inkomsten en uitgaven van de provincie Noord-Brabant	['s-Hertogenb	Provinciaal bestuur van Noord -Brabant]	1975	72	30 x 21	N/A	Unknown	7527586
Unknown	Begroting der inkomsten en uitgaven van de provincie Utrecht	[Utrecht	Provinciaal bestuur (Achter Sint Pieter 20)]	1976	244	30 x 22	N/A	Unknown	7528384
Unknown	Begroting [van del provinciale waterstaatsdienst van Noord-Brabant	['s-Hertogenb	Provinciaal bestuur van Noord -Brabant]	1976	33	Unknown	N/A	Unknown	7527585
Unknown	Begrotingsruimte en begrotingstekort	)	J	1974	129	Unknown	9023212363	fl. 23.50	7502030
Unknown	Begrijp en concludeer	van Amesfoort	S	1975	64	24 x 16	N/A	fl. 66	Unknown
Beinert, Wolfgang	Zal ook dit geslacht haar zalig prijzen? Maria in deze tijd	Tielt (België), Amst	Lannoo	1975	124	Unknown	9020905651	fl. 12.90	7508085
Being female. Reproduction, power and change. Editor	Dana Raphael	The Hague	Mouton	1975	293	Unknown	902797599X	fl. 35.25	7515647
Beintema, Douwe Albert	An atlas of profiles of interstellar calcium and hydrogen lines	[Gron	Stichting Kreatie F (Grote Rozenstraat 26)]	1975	84	30 x 21	N/A	Unknown	7505971
Unknown	Beinvloeding van de productiviteit van het administreren	Baumgarten	C	1975	228	24 x 16	9020704990	fl. 35	7527431
Unknown	Bejaard zijn en zelfstandig wonen	's-Gravenh	Provinciaal opbouworgaan Zuid-Holland (Benoordenhoutseweg 22)	1975	36	29 x 21	N/A	Unknown	7526226
Beke, Caret	Pim Pandoer	Hoorn	West-Friesland	1975	142	18 x 12	9020510177	fl. 2.75	7507447
Beke, Caret	Pim Pandoer	Hoorn	West-Friesland	1975	144	18 x 12	9020509624	fl. 2.75	7506595
Beke, Caret	Pim Pandoer en de gouden krokodil	Hoorn	West-Friesland	1975	144	18 x 12	9020509594	fl. 2.75	7506584
