Author	Title	City	Publisher	Year	Pages	Size	ISBN	Price	Product number
Grass, Gtinter	De blikken trommel	Amsterdam	Meulenhoff	1980	508	21 cm	9029030844	f. 28.50	8030626
Grass, Glinter	Hondejaren : roman	Amsterdam	Meulenhoff	1980	508	20 cm	9029031050	f. 27.50	8013182
Grass, Giinter	Kat en muis : novelle	Amsterdam	Meulenhoff	1980	175	20 cm	9029004665	f. 15	8042087
Grass, Giinter	Kopgeboorte of De Duitsers sterven uit	Amsterdam	Meulenhoff	1980	150	20 cm	9029012544	f. 24.50	8034245
Grass, Giinter	Kopgeboorte of De Duitsers sterven uit	Amsterdam	Meulenhoff	1980	150	20 cm	9029012544	f. 24.50	8049142
Grass, Gilunter	Het atelier : Giinter Grass in gesprek met Nicole Casanova	Antwerpen	Lotus	1980	221	23 cm	9062907431	f. 33.50	8050090
Grasset, Eugene	Maanden van het jaar	Baarn	In den Toren ; Amsterdam	Unknown	54	16 cm	9060743571	f. 10	8025047
Graus, Huub	Drie cliches	Roermond	Boek en vorm	1980	Unknown	Unknown	9063590156	f. 6.50	8061175
Graus, Huub	Reliefdicht	[S.1.]	[s.n.]	1977	1	30 x 43 cm	N/A	Unknown	8061116
Graus, Huub	Strijkhoutjes	Roernaond	B&V	1979	12	6 x 9 cm	9063590083	f. 4	8061119
Grauwe, Luc de	De Wachtendonckse psalmen en glossen : een lexikologisch-woordgeografische studie met proeve van kritische leestekst en glossaria	Gent	Koninklijke Academie voor Nederlandse taal- en letterkunde. L	Unknown	228	25 cm	N/A	Unknown	Unknown
Grauwen, M.	Inventarissen van archieven van Brabantse kerkfabrieken : kerkelijk archief van Brabant supplement nrs. 34.034-34.463, 35.000-35.293	Brussel	Algemeen rijksarchief	1979	123	30 cm	N/A	Unknown	Unknown
Graveney, C.	Houtsnijden	De Bilt	Cantecleer	1979	103	20 cm	9021314150	f. 10.50	8001234
Graves, Robert	Ik, Claudius	Amsterdam [etc.]	Elsevier	1980	376	23 cm	9010018903	f. 24.50	8021059
Gravesande, G. H. 's-	E. du Perron : herinneringen en beschouwingen	's- Gravenhage	BZZTOH	1980	165	21 cm	9062910394	f. 28.75	8042364
Unknown	Unknown	Gravisie	persoonlijke visies op verleden	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Gray, A.	Oppervlakten van geodetische cirkels op oppervlakken	Brussel	Koninklijke academie voor wetenschappen	Unknown	17	27 cm	N/A	Unknown	Unknown
Gray, Douglas	Robert Henryson	Leiden	Brill	1979	283	21 cm	9004059172	f. 64	8006030
Gray, Eden	Het geheim van de tarot : de magische kaarten uit de oudheid onthullen verleden en toekomst	Amsterdam	Bakker	1980	118	18 x 18 cm	9060191604	f. 15	8024023
Gray, Martin	Uit naarn van al de mijnen : verteld aan Max Gallo	Utrecht [etc.]	Bruna	1980	416	18 cm	9022918718	f. 9.50	8006117
Unknown	Unknown	Amsterdam	Rodopi. Bd. 78	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Grazzel, het zaadje uit de zonnebloem	Tilburg	Zwijsen	1980	32	21 cm	9027607370	f. 6.10	8035169
Unknown	Grazzel, bet zaadje uit de zonnebloem	Tilburg	Zwijsen	1974	32	22 cm	9027607370	f. 5.95	8067158
Gree, Main	Kleine Tom en het boswachtershuisje	[Dronten]	Casterman	1980	18	26 cm	9030310200	f. 4.95	8013053
Gree, Main	Wat zien we? : in cijfers : 172 woordjes en tekeningen	[Dronten]	Casterman	1980	21	26 cm	9030350148	f. 4.95	8013049
Gree, Alain	Zeilen op zee : de beginselen van het zeezeilen	Bussum	De Boer maritiem	1979	165	29 cm	9022811964	f. 39	8069717
Unknown	Greek and Demotic texts from the Zenon archive	Leiden	Brill	1980	Unknown	Unknown	9004061142	f. 240	8017138
Green, Gerald	De oude man en de hond	Amsterdam	Nieuwe Wieken/ Omega boek ; Antwerpen	Unknown	70	22 cm	9060574958	f. 13.90	8069152
Green, Hannah (ps. van Joanne Greenberg)	Aan de zelfkant van het leven : roman	Baarn	Hollandia	1980	291	21 cm	9060458877	f. 15.90	8043239
Green, Hannah (ps. van Joanne Greenberg)	De apostelen van broeder Bisset	Baarn	Hollandia	1979	347	21 cm	906045071X	f. 19.75	8068688
Green, Hannah (ps. van Joanne Greenberg)	De apostelen van broeder Bisset : roman	Baam	Hollandia	1980	346	21 cm	906045071X	f. 15.90	8043240
Green, Hannah : (ps. van Joanne Greenberg)	EnSarah lachte : verhalen	Baarn	Hollandia	1980	245	21 cm	9060459830	f. 15.90	8043242
Green, Hannah (ps. van Joanne Greenberg)	Geloof is zo broos en andere verhalen	Baarn	Hollandia	1980	224	21 cm	9060451082	f. 15.90	8041001
Green, Hannah (ps. van Joanne Greenberg)	Ik heb je nooit een rozentuin beloofd : roman	Baarn	Hollandia	1980	281	21 cm	9060458257	f. 15.90	8043237
Green, Hannah (ps. van Joanne Greenberg)	Met hand en hart : roman	Baarn	Hollandia	1980	245	21 cm	9060458745	f. 15.90	8043238
Green, Hannah (ps. van Joanne Greenberg)	Twee Anna's : een nieuwe bundel verhalen	Hollandia	Baarn	1980	185	21 cm	906045491X	f. 15.90	8010217
Green, Hannah (ps. van Joanne Greenberg)	Twee Anna's : verhalen	Baam	Hollandia	1980	185	21 cm	906045491X	f. 15.90	8043243
Green, Hannah (ps. van Joanne Greenberg)	Wie de koning eert : roman	Baarn	Hollandia	1980	324	21 cm	9060453328	f. 15.90	8043241
Green, Mary Ann	Patchwork : klassiek en modern	Amsterdam [etc.]	Elsevier	1979	64	28 cm	9010027058	f. 16.90	8001071
Green, R. H.	Economic shocks and national policy making : Tanzania in the 1970s	The Hague	Institute of social studies	1980	136	24 cm	9064900035	f. 11.45	8044018
Greenaway, Kate	Schipper mag ik overvaren?	Baam	Hollandia	1980	64	24 cm	9060450914	f. 19.90	8040017
Greene, Graham	De derde man	Amsterdam	Bakker	1980	119	20 cm	9060196430	f. 14.90	8024028
Greene, Graham	Dr. Fischer van Geneve of Het knalfeest	Amsterdam	Bakker	1980	135	20 cm	9060197003	f. 17.50	8030716
Greer, Germaine	Vrouwenwerk : wedloop vol hindernissen	Amsterdam	Meulenhoff	1979	373	26 cm	9029010320	f. 65	8006106
Unknown	Greevenbroek, Aldegonda Maria Antonia Cornelia van Onderwijsassistent en taakdifferentiatie : een onderzoek naar de bijdrage van onderwijsassistenten aan het onderwijs in de aanvangsjaren van de lagere school	[S.1.]	[s.n.]	1980	189	24 cm	N/A	Unknown	8077215
Greg (ps. van Michel Regnier)	Olivier Blunder	Brussel	Dargaud ; Haarlem	Unknown	46	29 cm	9032002953	f. 5.95	7971268
Gregg, Elizabeth M.	Hoe houd ik ze bezig : 600 aan de praktijk getoetste speltips voor kinderen tot 5 jaar	De Bilt	Cantecleer	1980	128	22 cm	9021308509	f. 14.50	8025024
Gregoire, J. A.	Leven zonder olie	Averbode	Altiora ; Helmond	Unknown	179	22 cm	9031703583	f. 24.50	8015016
Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Nijmegen	Gottmer ; Brugge	Unknown	144	24 cm	9060758625	f. 24.90	8016416
Greig, Clarence	De Romeinen	Helmond	Helmond ; Kampen	Unknown	50	18 cm	9025222498	f. 4.95	8007054
Greig, Maysie	Een kus vol belof ten	Tilburg	Vrijbuiter ; Strombeek-Bever	Unknown	49	28 cm	N/A	f. 1.25	8061106
Gremmen, J.	Research on poplar canker (Xanthomonas populi subsp. populi) in the Netherlands	Wageningen	Dorschkamp	1980	49	25 cm	N/A	Unknown	8074258
Unknown	Grenadiers en jagers in Nederland : 1599, 1829, 1979	's-Gravenhage	Staatsuitgeverij	1980	160	28 cm	9012024137	f. 65	8007033
Unknown	Grensverkeer tussen gezin, kerk, school : een project tot bevordering van het samenspel in de godsdienstige opvoeding	Leusden	Kerkinformatie	1977	22	30 cm	N/A	f. 2.25	8075682
Greshake, Gilbert	De prijs van de liefde : een bezinning over het lijden	Antwerpen ; Amsterdam	Patmos	1980	79	21 cm	N/A	Unknown	Unknown
Greshoff, J.	265 redenen tot ruzie	's-Gravenhage	Nijgh & Van Ditmar	1980	56	15 cm	9023654293	f. 15.50	8050188
Unknown	Gretta Alegre Sarfaty	Antwerpen	ICC	1980	16	31 cm	N/A	Unknown	8062319
Gretz, Susanna	De bearen dy't nei see to gongen	Ljouwert [Leeuwarden]	AFUK	1980	Unknown	Unknown	906273118X	f. 10	8052153
Greveling, S.	Zwartsluis in oude ansichten	Zaltbommel	Europese Bibliotheek	1980	38	16 x 21 cm	9028811737	f. 30.50	8043303
Grey, Belinda	Met de handschoen gehuwd	Amsterdam [etc.]	Harlequin	1980	156	18 cm	9062268358	f. 3.50	8020155
Grey, Belinda	Met het lot verweven	Amsterdam [etc.]	Harlequin	1980	157	18 cm	9062268293	f. 3.50	8004077
Grey, John	De galgebroer	Strombeek-Bever	Schorpioen	1979	47	28 cm	N/A	f. 110	8060114
Greijdanus, S.	De openbaring des Heren aan Johannes	Kampen	Kok	1980	333	21 cm	9024233046	f. 36.25	8021194
Gribben, Trish	Help! de baby huilt : wat doe ik met mijn lieve maar lastige baby of peuter?	[Utrecht]	Spectrum	1980	51	28 cm	9027492654	f. 14.90	8034239
Gribling, P. A.	Hulpverlening : een bodemloos vat? : over de odstentiele eenzaamheid als kemprobleem van geestelijke gezondheidszorg	Lochem [etc.]	Tijdstroom	1980	148	24 cm	9060782908	f. 40	8019218
Gribnau, F. W. J.	Klinische farmacologie : cui bono(oftewel : wat koop je ervoor?) : rede uitgesproken bij de aanvaarding van het ambt van lector in de klinische farmacologie aan de Katholieke Universiteit te Nijmegen op 7 december . 1979	[Nijmegen]	[Katholieke universiteit]	1979	30	23 cm	N/A	Unknown	7972538
Unknown	Griekenland nummer 10	Den Haag	NOT	1980	16	30 cm & krt. (77 x 58 cm, gevouwen tot 26 cm	N/A	Unknown	8076717
Unknown	Grieks basis-vocabularium	[Kapellen]	Sikkel	1980	37	28 cm	N/A	Unknown	Unknown
Griendt, J. R. C. van de	Combinatieboek	[Haarlem]	[Vrieseborch]	1980	40	23 cm	9060760824	f. 5	7971426
Griep, Paulus Antonius Maria	The motor unit action potential : a model approach of the "forward problem" based on histochemical and physiological methods	[Si.]	[s.n.]	1979	77	30 cm	N/A	Unknown	8060727
Griffin, Edward	Kanker en politick	Amsterdam	Stichting Moria	1978	Unknown	Unknown	9070005514	f. 1.75	7972018
Griffin, Edward	Leven zonder kanker	Amsterdam	Stichting Moria	1977	32	20 cm	9070005352	f. 1.75	7972017
Griffioen, J.	Supervisie van beginnende leraren	Groningen	Wolters-Noordhoff	1980	246	24 cm	N/A	Unknown	Unknown
Griffioen, J.	Supervisie van beginnende leraren	Groningen	Wolters-Noordhoff	1980	246	25 cm	N/A	Unknown	Unknown
Griffioen-van Wuijckhuijse, Elma	Druppels van dauw	Kampen	Kok	1980	31	21 cm	9024251389	f. 6.25	8021214
Griffioen-van Wuijckhuijse, Elma	Gevlochten bloemen	Kampen	Kok	1980	31	21 cm	9024202671	f. 7.50	8051349
Griffioen-Van Wuijckhuijse, Elma	Een kasteel van zand	214 p. ; 21 cm. ISBN 90-242-1800-4 geb.	f. 15.50 8004250	Unknown	Unknown	Unknown	9024218004	f. 15.50	8004250
Griffiths, Helen	Pablo	Hoorn	Westfriesland	1979	166	23 cm	N/A	f. 18.75	8063359
Griffiths, Helen	Stijfkop, de vechthond	Hoorn	Westfriesland	1980	124	21 cm	9020515454	f. 16.90	8032180
Griffiths, J. Gwyn	The origins of Osiris and his cult	Leiden	Brill	1980	287	25 cm	9004060960	f. 40	8050174
Griffiths, Paul	Componisten van deze tijd : overzicht van de modeme muziek	Haarlem	De Haan	1980	210	22 cm	9022840816	f. 26.50	8030187
Griffiths, Richard T.	Industrial retardation in the Netherlands 1830-1850	Den Haag	Nijhoff	1979	235	25 cm	9024721997	f. 67.50	8008027
Grift, Wim van de	Kennisbelangen en evaluatieonderzoek	Amsterdam	Universiteit van Amsterdam	1980	23	30 cm	N/A	Unknown	8074364
Unknown	Grill en barbecue	Aartselaar ; Harderwijk	Deltas	1980	69	26 cm	9024320801	f. 12.90	8046399
Grime, Kitty	Meubels : repareren en restaureren : met vele waardevolle tips en duidelijke illustraties in kleur	Helmond [etc.]	Helmond [etc.]	1980	151	29 cm	9025269540	f. 39.50	8043157
Grimm, Jakob Ludwig Karl	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	9024321174	f. 19.90	8041045
Grimm, Jakob Ludwig Karl	Sprookjes van Grimm	Utrecht [etc.]	Spectrum. 1.	Unknown	256	19 cm	9027407320	f. 5.90	8009069
Grimme, Ernst Gunther	Belgie : de kunstschatten van Brussel, Antwerpen, Gent, Brugge, Luik en andere steden	De Bilt	Cantecleer	1980	192	21 cm	9021303124	f. 30.50	8016149
Grind, G. A. M. van der	Boeren zonder grond : grondpolitiek en de landbouw	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Scheveningen	SMO	1979	39	20 cm	N/A	f. 5	8060557
Grinten, E. F. van der	Negentiende eeuwse winkelpuien in westerse steden : rede uitgesproken bij het afscheid als gewoon hoogleraar in de kunstgeschiedenis aan de Katholieke universiteit te Nijmegen op 30 mei 1980	[S.1.]	[s.n.]	1980	36	24 cm	N/A	Unknown	8069849
Grinten, T. van der	Advies regionale beleidsplannig [sic] geestelijke gezondheidszorg R'dam	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Grinten, P. Schnabel.	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	f. 7.50	8062284
Grinten, T. E. D. van der	Uitbreiding van ambulante geestelijke gezondheidszorg : een verkenning van de wensehjkheden en mogelijkheden van werkgelegenheidskreatie in de extramurale geestelijke gezondheidszorg, in opdracht van de Wetenschappelijke raad voor het regeringsbeleid	Utrecht	Nationaal centrum voor geestelijke volksgezondheid	1978	66	30 cm	N/A	f. 12.50	8062287
Groaver, Gerrit	Van dei van dou : schetsen en verhoalen over mensen van vrouger	Groningen	Niemeijer	1980	85	21 cm	9060620526	f. 9.80	8016067
Grobstein, Clifford	Leven	Bussum	Van Holkema & Warendorf	1980	189	21 cm	9026948204	f. 24.50	8034165
Unknown	Groei , De, naar het CDA : momenten en impressies uit dertien bewogen jaren	Franeker	Weyer	1980	201	22 cm	9061353122	f. 19.50	8044214
Unknown	Unknown	Groningen	Vuurbaak. nr. 40	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Groen, Els	De Mosmannetjes	Alkmaar	Kluitman	1980	42	21 cm	9020690442	f. 4.15	8030500
Groen, Hannie	Spelen met de gedachte : gedichten	[Rotterdam]	Rotterdamse kunststichting	1980	41	21 cm	N/A	f. 10	8049076
Groen, Jan	Achter spiegels en maskers : psychoanalytische essays	Meppel [etc.]	Boom	1980	222	21 cm	9060094476	f. 32.50	8017153
Groen jr., J. A.	Een cent per emmer : het Amsterdamse drinkwater door de eeuwen been	Unknown	Unknown	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Groen jr. ; [red. J. A. Lobbes et al.	foto's Govert Vetten].	Unknown	191	Unknown	9062740081	f. 26	8062111
Groen, Mar	Timmeren : leer het zelf	Ede	Zorner & Keuning	1980	87	24 cm	9021019248	f. 18.25	8040297
Groen, Piet	Beter sociaal veranderen : een onderzoeksaanpak	Muiderberg	Coutinho	1980	176	Unknown	9062835511	f. 19.50	8042091
Groen-Rusch, Alie	Richtlijnen ter vermijding van seksisme in teksten en illustraties	Nijmegen	Feeks	1979	30	15 x 23 cm	N/A	f. 2.50	8062728
Groen, Els de	De bende van Barbra	Hoorn	Westfriesland	1980	236	23 cm	9020515926	f. 26.90	8047113
Groen, Els de	Het beste zit vanbinnen	Hoorn	Westfriesland	1980	82	23 cm	9020514466	f. 15.50	8062471
Unknown	Unknown	's-Gravenhage	Vereniging van Nederlandse Gemeenten. nr. 47	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Zutphen	Terra. Tj. Buishand	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Groene ruimten	Brussel	Koning Boudewijnstichting ; Brugge	Unknown	132	21 x 25 cm	N/A	Unknown	8074323
Unknown	Groene takken : schoolcatechese basisonderwijs eerste graad	100 p.	ill. ; 25 cm. Werkschrif ten Dl. 3	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Groeneboom, P.	Bahadur efficiency and smallsample efficiency: a numerical study	Amsterdam	Stichting Mathematisch centrum	1980	30	29 cm	N/A	Unknown	8066289
Groeneboom, P.	Large deviations and asymptotic efficiencies	Amsterdam	Mathematisch centrum	1980	123	24 cm	9061961904	f. 15	8013166
Groenendijk, Egbert	De torenvalk en de kerkuil	Eemnes	De Oude Degel	1980	8	10 cm	N/A	f. 5	8070549
Groenendijk, Gerardus Wilhehnus Theodorus	Analysis of vitamin A compounds relevant to vision	[S.1.]	[s.n.]	1980	120	22 cm	N/A	Unknown	8066799
Groeneveld, Michiel Jan	The co-current moving bed gasifier	[S.1.]	[s.n.]	1980	96	24 cm	N/A	Unknown	8068159
Unknown	Groeneveldnieuws	Den Haag	Stichting Totstandkoming nationaal centrum bos	Unknown	Unknown	30 cm	N/A	Unknown	8068560
Groenewegen, Johannes	De gemeenschap des Heeren	Groede	Pieters	1980	30	13 cm	N/A	f. 1	8070597
Groenhagen, B. J. A.	Rekenen op maat : achtergrond en uitgangspunten	['s-Hertogenbosch]	Katholiek pedagogisch centrum	1980	106	23 cm	N/A	Unknown	8076415
Groenman-van Waateringe, W.	Are we too loud?	London	Council for British Archaeology	1979	Unknown	21 cm	N/A	Unknown	Unknown
Unknown	Groente gewoon-anders : 150 recepten & 60 menu's voor elk seizoen	's-Gravenhage	Voorlichtingsbureau voor de voeding	1980	68	21 cm	N/A	f. 2.50	8073247
Unknown	Groep wetenschapsonderzoekers : verslag oktober 1975-februari 1979	Amsterdam	SISWO	1980	103	30 cm	N/A	Unknown	8065138
Unknown	Groepen : docentenhandleiding	Meppel	Ten Brink	1980	107	30 cm	9024824281	f. 19.80	8032074
Unknown	Groepen : mensen en groepen	Meppel	Ten Brink	1980	76	30 cm	9024824044	f. 8.80	8032060
Unknown	Grof smederijen, stamp- en persbedrijven	24 p.	tabn. ; 30 cm.	Unknown	Unknown	Unknown	N/A	f. 7.85	8048019
Groisne, Daniel	Thiers en cartes postales anciennes	Zaltbommel	Bibliotheque Europeenne	1980	79	16 x 21 cm	9028801537	f. 28.90	8023170
Unknown	Grondig bekeken : een kort overzicht van het ontstaan en transport van grond en de vorming van de Nederlandse bodem	Groningen	Bureau natuureducatie	1980	17	30 cm	N/A	Unknown	8063257
Unknown	Grondslag, De : leergang voor het rekenen op de basisschool	Zeist	Dijkstra. 3.	Unknown	72	20 cm	9026260032	f. 10	8037171
Unknown	Grondslagen van de principes en praktijk van de commerciele economic	Assen [etc.]	Born ; [vervolgens] Culemborg	Unknown	165	21 cm	901172450X	f. 18.25	8030685
Unknown	Grondslagen van de psychiatric : voor de arts in het eerste echelon	Alphen aan den Rijn	Stafleu	1979	264	23 cm	9060163613	f. 47.50	8003236
Unknown	Grondslagen : anarcho-syndicalistisch tijdschrift : 1932-1935	Amsterdam	Anarchistiese uitgaven	1978	2	21 cm	N/A	f. 37.50	8070282
Unknown	Grondstoffen : de lange weg van de cacao : achtergrondinformatie en handleiding	Alkmaar	CEVNO	1979	12	15 x 21 cm	N/A	f. 2.50	8066230
Unknown	Grondstoffen voor de samenleving	162 p.	ill. ; 23 cm.	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Unknown	Zwolle	Tjeenk Willink	1980	473	23 cm	9027112657	f. 65	8025276
Unknown	Unknown	Zwolle	Tjeenk Willink	1980	473	24 cm	9027112657	Unknown	Unknown
Unknown	Unknown	Grondwater in Overijssel	waterstaat in Overijssel. waterstaat. 1979.	Unknown	Unknown	Unknown	N/A	f. 6	Unknown
Unknown	Unknown	11, [9] bladen, [5] bladen krtn.	tabn. ; 30 cm. f. 9.60 8062305	Unknown	Unknown	Unknown	N/A	f. 9.60	8062305
Unknown	Groningen in oorlogstijd : aspecten van de bezettingsjaren 1940-1945	Zwolle	ProvincialeProject Groningen in oorlogstijd].	Unknown	227	28 cm	9061488516	f. 37.50	8034007
Groningen, C. van	Dokter Moerman : een weg tot genezing van kanker	Rijswijk	Elmar	1980	182	22 cm	9061201691	f. 24.90	8023248
Unknown	Groningen	Amsterdam [etc.]	Elsevier	1980	148	29 cm	9010016420	f. 32.50	8007109
Unknown	Groningen	Amsterdam [etc.]	Elsevier	1980	148	29 cm	9010016420	f. 32.50	8021035
Unknown	Groningen	Amsterdam [etc.]	Elsevier	1980	95	29 cm	9010035794	f. 22.50	8046249
Unknown	Unknown	Groningen	Foresta	1978	40	19 cm	N/A	f. 24.50	8042117
Unknown	Unknown	Groningen	Stabo/All- Round. 16	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Gronon, Rose (ps. van Marthe Bellefroid)	De GyldenlOve saga	Antwerpen	Beckers	1980	414	18 cm	N/A	Unknown	8016324
Gronon, Rose (ps. van Marthe Bellefroid)	De ramkoning	Leuven	Clauwaert	1980	219	20 cm	9063060572	f. 21.50	8034036
Grood, M. P. A. M. de	Pijn is nooit fijn	Bladel	Combipress	1979	64	19 cm	9064290032	f. 8.95	8070517
Groos, Gerard Adriaan	The central neural regulation of circadian rhythms : a neurophysiological study of the rat and cat suprachiasmatic nuclei	[S.1.]	[s.n.]	1980	99	24 cm	N/A	Unknown	8068027
Unknown	Groot , Het, biografisch muziek naslagboek	Bussum	Gooise Uitgeverij	1980	255	31 cm	9026980825	f. 149	8011340
Unknown	Unknown	Aartselaar	Zuidnederlandse Uitgeverij	Unknown	10	17 cm	9024321271	f. 5.90	8046425
Unknown	Unknown	Rotterdam	Futile. Chitra Gajadin	Unknown	Unknown	Unknown	N/A	Unknown	Unknown
Unknown	Groot , Het, sagenboek : Nederland, Indonesia en Suriname, Europa en andere werelddelen	Delft	Elmar	1977	406	25 cm	9061200997	f. 19.90	7971421
Unknown	Unknown	Haarlem	Oberon. 1980.	Unknown	190	29 cm	9032010417	f. 6.95	8036141
Unknown	Groot Tina lenteboek	Haarlem	Oberon	1980	192	27 cm	9032010328	f. 6.95	8019005
Unknown	Unknown	Haarlem [etc.]	Oberon [etc.]. 2	Unknown	190	27 cm	9032004247	f. 6.95	8030175
Unknown	Unknown	Haarlem	Oberon. 9.	Unknown	192	27 cm	N/A	Unknown	Unknown
Unknown	Groot verhalenboek	De Bilt	Cantecleer	1980	344	41 cm	9021311437	f. 14.50	8041213
Unknown	Groot , Het, vertelselboek	Bussum	Van Holkema & Warendorf	1980	243	27 cm	9026909276	f. 39.90	8028123
Unknown	Unknown	Groot vragenboek	24 eksamenformulieren	Unknown	96	25 cm	N/A	f. 10	7972319
Groot, Jacob	De droom van bet denken	Amsterdam	Harmonic	1980	73	24 cm	906169115X	f. 16.90	8009097
Groot, Jacob	Elkander	Amsterdam	[Meijer]	1974	24	26 cm	N/A	f. 200	8066118
Groot, Jacob	Leeg	Amsterdam	Harmonic	1980	78	24 cm	906169132X	f. 16.90	8009096
Groot, J. J.	Vraagstukken statistiek, Uitwerkingen	Groningen	Wolters-Noordhoff	1980	186	24 cm	9001355129	f. 39.75	8049049
Groot, J. P.	Groeiende en kwijnende plattelandskernen	's-Gravenhage	Staatsuitgeverij	1980	76	28 cm	N/A	f. 20.25	8053026
Groot, de	Leonardo	Haarlem	Oberon. 3	Unknown	48	28 cm	9032040227	f. 5.75	8011058
Groot, A. D. de	Elementair begrip van de psychologie	Utrecht	Bohn	Unknown	96	21 cm	9031304611	f. 16.50	8050079
Groot, A. D. de	Onderwijs van binnen en van buiten : kritische en constructieve bijdragen tot de onderwijsdiscussie	Deventer	Van Loghum Slaterus	1980	274	21 cm	9060016106	f. 36.50	8044233
Groot, A. H. de	De betekenis van de Nederlandse ambassade bij de verheven porte voor de studie van het Turks in de 17de en 18de eeuw : voordracht gehouden voor het Oosters genootschap in Nederland op 20 november 1978	Leiden	Brill	1979	47	22 cm	N/A	f. 6	8070308
Groot, A. J. de	Pecunia olet : enige beschouwingen over kerk en tijdelijke goederen : rede uitgesproken bij de aanvaarding van het ambt van bijzonder hoogleraar in de geschiedenis van het canoniek recht vanwege de stichting Nijmeegs universiteitsfonds aan de Katholieke universiteit to Nijmegen op 23 mei 1980	Druten	"De Maas en Water"	1980	24	25 cm	N/A	Unknown	Unknown
Groot, A. M. B. de	Mondelinge woordassociatienormen : 100 woordassociaties op 460 Nederlandse zelfstandige naamwoorden	Lisse	Swets & Zeitlinger	1980	Unknown	Unknown	9026503474	f. 43.75	8040172
Groot, A. W. de	Die Hierarchic im System der Sprache : Werkauswahl mit Einleitung and Bibliographic	Munchen	Fink	1978	315	21 cm	N/A	Unknown	Unknown
Groot, Comets de	Met de gnostische lamp : krimiessay over de dichtkunst van Lucebert	's-Gravenhage	BZZTOH	1979	186	20 cm	9062910211	f. 20.25	8060711
Groot, Comets de	Striptease : een anti-essay	's-Gravenhage	Nijgh & Van Ditmar	1980	143	20 cm	9023654234	f. 29.50	8014191
Groot, Edward P. de	Per mailboot naar Amerika : vijftig jaar Noordatlantische passagiersvaart onder Nederlandse vlag	[Haarlem]	De Boer Maritiem	1980	143	26 cm	9022818314	f. 29.50	8052039
Groot, Freek de	De dief zal niet meer wagen	Utrecht	Banier	1980	97	23 cm	9033611546	f. 14.50	8046143
Groot, Freek de	Naar een nieuw vaderland : historisch verhaal in drie delen uit de Hugenotentijd	Utrecht	Banier	1979	118	23 cm	N/A	f. 17.50	7970491
Groot, Freek de	De ontvoering	Utrecht	Banier	1980	95	17 cm	9033615819	f. 3.95	8049025
Groot, Gerard de	Exportindustry in Tunisia : effects of a dependent development	Tilburg	Development research institute	1979	21	30 cm	N/A	Unknown	8070352
Groot, G. J. de	Planschadevergoeding	Unknown	Unknown	Unknown	Unknown	Unknown	9026812167	f. 27.50	8052101
Groot, Jacobus de	De opperste wijsheid	Groede	Pieters	1980	33	13 cm	N/A	f. 1	8070851
Groot, Jan H. de	Kaleidoscopisch : een selectie uit de verzamelde verzen : 1920-1980	Amsterdam	De Beuk	1980	235	22 cm	N/A	f. 45	8025227
Groot, J. M. de	De Dordtsche kunstpotterij 1903- 1908	[Dordrecht]	[Museum mr. S. van Gijn]	1974	20	26 cm	N/A	f. 1	8065121
Groot, Maria de	De tuin van de rabbi	Haarlem	Holland	1980	50	20 cm	9025104002	f. 11.90	8018161
Groot, Maria de	De vrouw bij de bron : fragmenten intuitieve theologie	Haarlem	Holland	1980	224	20 cm	9025104037	f. 32.50	8018162
Groot, Marianne de	Afscheid	Bussum	Van Holkema & Warendorf	1980	151	20 cm	9026969953	f. 24.50	8042181
Groot, R. de	Differentiatietoets voor het individueel beroepsonderwijs (D.I.B.O.) : verantwoording en handleiding	Groningen	Wolters-Noordhoff	1980	62	30 cm & Puntentabel (41 x 59 cm, gevouwen tot 30 cm	9001355749	f. 30	8022075
Groot, R. A. de	Boring sponges (Porifera, Clionidae) collected during the "Tydeman" Canary Islands expedition Cancap-II, 1977	Leiden	Rijksmuseum van natuurlijke historie	1980	60	26 cm	N/A	Unknown	8061381
Groot, S. J. de	De effecten van de zeezandwinning voor de bouw van een industrie-eiland op het biologisch milieu in zee : opgesteld ten behoeve de Studiegroep Milieu van de Stuurgroep Studie Noordzee eilanden en terminals	Umuiden	RIVO	1978	23	30 cm	N/A	Unknown	8060583
Groot, S. R. de	Relativistic kinetic theory : principles and applications	Amsterdam [etc.]	North-Holland	1980	417	23 cm	0444854533	f. 150	8047101
