Author	Title	City	Publisher	Year	Pages	Size	Price
Hoor (F. M. ten)	Afscheiding en doleantie in verband met het kerkbegrip	Leiden	D	1890	Unknown	Unknown	f 0.90
Hoor (F. M. ten)	Afscheiding of doleantie	Leid	I)	1891	Unknown	Unknown	f 0.60
Hoorn Cz. (J. van den)	Anna Rose, of de 	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Heer is mijn Herder. Vrij naar het Hoogd. 5e druk. Utr.	J	Unknown	Unknown	1887	Unknown	Unknown	f 0.30
Unknown	Heer Luther's leven en de Hervormingsdag verteld voor kinderen	) Dordr	v, d	1883	Unknown	Unknown	f 0.20
Hoorn (S. A. van den)	A B C des gebeds	Breukelen	J	1886	Unknown	Unknown	f 0.30
Hoorn (S. A. van den)	 De Engelenzang	)	Jan Ilaan	Unknown	Unknown	Unknown	f 0.10
Hoorn (S. A. van den)	 - Het jaar 1672, gedenkwaardig voor vorst en volk, voor kerk en staat	Goes	G	1888	Unknown	Unknown	f 0.60
Hoorn (S. A. van den)	 Het priesterschap der belijders	Kamp	G	1883	Unknown	Unknown	f 0.10
Hoorn (S. A. van den)	 Prins Maurits als beschermer der ver Gereformeerden	Rott	J	1884	Unknown	Unknown	f 0.35
Hoorweg (J. L.)	Experimenteel onderzoek omtrent de beweging van het bloed	Amst		Unknown	Unknown	Unknown	f 1.50
Hoorweg (J. L.)	Vraagstukken tot oefening in de beginselen der werktuigkunde	Zwolle	W	1887	Unknown	Unknown	f 2.25
Hoos (E. J.)	Voorbeelden van vraagstukken uit de zeevaartkunde	flott	P	Unknown	Unknown	Unknown	Unknown
Hooydonk (R. J. van)	Handleiding tot de kennis onzer kanarievogels en van andere gevederde zangers	Rott	D	1891	Unknown	Unknown	f 0.50
Hooydonk (R. J. van)	 -»Onze vogelwet"	Beknopte beschrijving van vogels en dieren	ter bescherming aan de jeugd aanbevolen	1887	Unknown	Unknown	f 0.40
Hooykaas (I.)	Iets over de Griekschc vertaling van het Oude Testament	Rott	A	1888	Unknown	Unknown	f 0.50
Hooykaas Herderschee (Joh.)	Najaarsbloemen Nijm		H	1883	Unknown	Unknown	f 0.75
Hopf (J.) und K. Paulsiek	Deutsches Lese für höhere Bürgerschulen	Haarl	11	1880	Unknown	Unknown	f 1.4
Hopkins (Miss E.)	Gods kleine weisje	Gouda	G	Unknown	Unknown	Unknown	f 0.30
Hopkins (Miss E.)	 Over de eerste opvoeding van jon meisjes	's Hage	H	Unknown	Unknown	Unknown	f 0.10
Hoppus (M. A. M.)	I)e wereldheerschers	Nijm	II	1890	Unknown	Unknown	f 5.9
Hora Adema (J.)	Haar jongen komt thuis	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Hem'i van Kuyk	regisseur te Amsterdam	Kampen	Laurens van Hulst	1891	Unknown	Unknown	f 0.30
Unknown	Hem'i Moderne zeden	Kampen	Laurens van Hulst	1891	Unknown	Unknown	Unknown
Hora Sieeama (J. B.)	Geschiedkundige studiën	's Hage	W	1991	Unknown	Unknown	f 2.95
Hora Sieeama (J. B.)	 - Nederland en de vrijheid van gedachte in Europa, gedurende de 17e en de 18e eeuw	Utr	J	1885	Unknown	Unknown	f 0.75
Horatius' Oden en epoden	voor Neder bewerkt door W	Leiden	E	1885	Unknown	Unknown	f 1.20
Unknown	Horatius' Satiren en brieven Voor Nederlandsehe gymnasiën bewerkt, door W	Leiden	E	1886	Unknown	Unknown	Unknown
Horch (Adelheid C.)	De vrouw zonder hart	Leiden	E	1891	Unknown	Unknown	f 5.50
Horch (Adelheid C.) [Helena]	Erica's	Amst	D	1884	Unknown	Unknown	f 0.75
Horch (Adelheid C.) [Helena]	 - Goudlelie	Leiden	E	1887	Unknown	Unknown	f 11.90
Unknown	Horlogemaker (De)	Bolsward	Wed	Unknown	Unknown	Unknown	f 3.60
Horn (D.)	 en S	de Gast Jz	Leerboek der dier plantkunde, ten dienste van het lager,-en middelbaar en gymnasiaal onderwijs	Unknown	Unknown	Unknown	f 1.40
Horn (D.)	 --Leerboek der natuurkunde ten dienste van het lager-, middelbaar-en gymnasiaal onderwijs	's Hage	Joh	4888	Unknown	Unknown	f 1.75
Horn (D.)	 -- Vraagstukken over natuur Joh	Den Haag	80	1890	Unknown	Unknown	f 0.75
Horn (M.)	Catharina Beersrnans	Amst	A	1886	Unknown	Unknown	f 0.75
Horn (M.)	 De »Münchener" en hun repertoire Met portret van den directeur, den Koninkl	Rott	Nijgh & v	1890	Unknown	Unknown	f 0.90
Horn (M.)	 Het hertogl	Rott	Nijgh & van Ditmar	1888	Unknown	Unknown	f 0.90
Horn (M.)	 -- Hoogduitsch leesboek voor de hoogere burgerscholen en gymnasia en voor scholen van meer uitgebreid lager onderwijs	Schiedam	H	Unknown	Unknown	Unknown	Unknown
Horn (Jan van den)	Schoolstrijd, school en volk	Een schets in dichtmaat	naar aanleiding der zoogenaamde beëindiging van den schoolstrijd	1889	Unknown	Unknown	f 0.25
Horn (W. 0. von)	Het leven van Michiel Adriaansz	Rott	D	1886	Unknown	Unknown	f 0.90
Horning (H. A.)	Spreuken en spreekwoorden op het godsdienstig leven toegepast	Amst	F	Unknown	Unknown	Unknown	f 0.50
Horst (B.)	Over leven en dood	Leiden	S	Unknown	Unknown	Unknown	f 0.50
Horst (J. .1. vau der)	0	Leiden	J	1887	Unknown	Unknown	f 1.40
Horst (J. .1. vau der)	Oud en nieuw	Leiden	J	1887	Unknown	Unknown	Unknown
Horstmann (F. W.)	Het onderwijs aan de a	Alkm	P	1890	Unknown	Unknown	f 0.50
Houck (Iz. A.)	Steeds vroolijk"	's Hage	Gebr	1886	Unknown	Unknown	f 0.05
Houd op	ik zou mij ziek lachen! Nieuwste ^	Tiet	H	1886	Unknown	Unknown	f 0.70
Hout (.I. van der) en W. Brouwer	Oefeningen in het verstaan en gebruiken der Nederlandsche taal	Schied	J	Unknown	Unknown	Unknown	f 0.25
Hout (.I. van der) en W	 - en J	Disselkoen	Vragen en opgaven over vlakke figuren en lichamen, ten dienste van normaal-en kweekscholen, Schiedam, J	4891	Unknown	Unknown	f 0.30
Hout (.I. van der) en W	 -- en T	Gron	J	1891	Unknown	Unknown	f 0.90
Houten (P. J. van)	De ontworpen WestSumatra-spoorweg en de voordeelen der door de regeering voorgestelde richting	Een wederwoord naar aanleiding van uitgesproken cri 's Hage	Mart	1887	Unknown	Unknown	f 0.50
Houten (P. J. van)	Handleiding voor de pepercultuur	Amst	J	1890	Unknown	Unknown	f 1.75
Houten (S. van)	Bijdragen tot den strijd over God, eigendom en familie	Haar]	1I	1883	Unknown	Unknown	Unknown
Houten (S. van)	Das Causalitiits-Gesetz in der Socialwissenschaft	Harlem	H	1888	Unknown	Unknown	f 0.90
Houten (S. van)	 De staatsleer van Mr	Haart	H	1888	Unknown	Unknown	f 0.50
Houten (S. van)	Staatkundige brieven	Haart	H	1891	Unknown	Unknown	f 0.20
Houthakker (De kleine) en zijn hond Cesar. Den Haag	H	Unknown	Unknown	1890	Unknown	Unknown	f 0.25
Houthuysen (B. N.)	Quaesties over levens contracten	's Hage	Mart	Unknown	Unknown	Unknown	f 0.60
Houtsma (M. Th.)	De ontwikkelingsgang der Hebreeuwsche taalstudie	Leiden	E	4890	Unknown	Unknown	f 0.50
Houtsma (M. Th.)	Uit de Oostersche correspondentie van Erpenius, Jac	Bom (Zutph	Thieme's Boek- en Muziekh	1857	Unknown	Unknown	f 0.75
Höveker (H.)	Aan wien is de overwinning van de macht der duisternis verzekerd? Amst		Höveker & Zn	1888	Unknown	Unknown	f 0.15
Höveker (H.)	 Abraham of de theologie der Schrift	Amst	Höveker & Zn	Unknown	Unknown	Unknown	f 0.40
Höveker (H.)	 De eenvoud der heerlijkheid van Gods openbaring	Amst	Höveker & Zn	1883	Unknown	Unknown	f 0.10
Höveker (H.)	 De eeuwige naam	Amst	Höveker & Zn	1888	Unknown	Unknown	f 0.15
Höveker (H.)	 De macht van den vredemaker	Amst		Unknown	Unknown	Unknown	Unknown
Höveker & Zn. 1885. post So. f 0.25.	 De macht van den vredemaker	Amst		1885	Unknown	Unknown	f 0.25
Höveker  Eenige gedachten voor den oorsprong	de rechten en verplichtingen van het ouderlingschap	Arnst	llöveker & Zn	1886	Unknown	Unknown	f 0.20
Unknown	Höveker  - Gideon's Ephod of het formulisme in strijd met Gods openbaring	Amst	Höveker & Zn	1883	Unknown	Unknown	f 0.25
Höveker (H.)	Gods naam de fontein van het Goddelijk leven	Amst		Unknown	Unknown	Unknown	Unknown
Höveker & Zn. 1889. post So. f 0.20; 25 ex. f 4.-.	Gods naam de fontein van het Goddelijk leven	Amst		1889	Unknown	Unknown	f 0.20
Höveker  Het leven	het licht	Amst	Höveker & Zn	Unknown	Unknown	Unknown	f 0.20
Unknown	Höveker  Op welke wijze kan de ongeloovige moderne geestesrichting des tijds tot een zegen voor de kerk van Christus aangewend worden? Amst	Amst	Höveker & Zn	1884	Unknown	Unknown	f 0.10
Unknown	Höveker  Twee Nazireërs of hoe bereikt men zijn bestemming? Met een woord aan Neder land's jongelingschap	Amst	Höveker & Zn	1883	Unknown	Unknown	f 0.30
Höveker Wat waar is. Amst.	Höveker & Zn	Unknown	Unknown	1888	Unknown	Unknown	f 0.15
Unknown	Höveker Wie kan regeeren? Een vraag des tijds beantwoord door de Schrift	Amst	Höveker & Zn	1886	Unknown	Unknown	f 0.20
Unknown	Höveker »Wij weten"	Amst	Höveker & Zoon	1889	Unknown	Unknown	f 0.20
Hoven (H. T.)	Handleiding, voor het richten en schieten ten gebruike van het kon 	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Unknown	Hage,-stabelpersoneel der K	po	t 80	1886	Unknown	Unknown	f 0.30
Unknown	H	Unknown	Unknown	1889	Unknown	Unknown	f 1.10
H  In stad en dorp. Een verhaal voor jonge dames. Tiel	H	Unknown	Unknown	1891	Unknown	Unknown	f 1.50
Howells (W. D.)	Don Ippolito	Haart	De Erven Loosjes	1891	Unknown	Unknown	Unknown
Howells (W. D.)	Wat haar weerhield? Roman	Haarl	De Erven Loosjes	1889	Unknown	Unknown	Unknown
Howitt (Mary)	Het zonnetje	Amst	S	1588	Unknown	Unknown	f 0.30
Hubert (Eugene)	L'origine des libertés Belges	Leçon d'ouverture du cours d'histoire nationale	professé ö, 1'Université de Liège	1884	Unknown	Unknown	f 0.60
Huberts (W. J. A.)	Korte handleiding tot de kennis der algemeene geschiedenis	Zwolle	W	1889	Unknown	Unknown	f 0.50
Huberts tW. J. A.)	Pompeii en zijn bewoners, bewerkt naar Marc Monnier en Heinrich von Wedel!	Schoonhoven	S	1884	Unknown	Unknown	f 1.90
Huberts tW. J. A.)	Schoener	)	Noord-Amerika	1890	Unknown	Unknown	f 0.60
Hubrecht (A. A. W.)	Over de voorouderlijke stamvormen der vertebraten	Amst	Joh	1883	Unknown	Unknown	f 0.60
Hubrecht (A. A. W.)	Proeve eener ontwikkelingsgeschiedenis van Lineus Obscurus barrois	Utr	-schap van J	Unknown	Unknown	Unknown	f 2.50
Hubrecht (P F.)	Onuitgesproken rede in de zitting van 11 Dec	's Hage	Gebr	1883	Unknown	Unknown	f 0.30
Hucht (J. C. v. d.)	Zijn de gevolgtrekkingen 	's Hage	H	1887	Unknown	Unknown	f 0.15
Hudig Dz. (J.)	Suikerlords	Amst	P	Unknown	Unknown	Unknown	f 0.50
Huet (A.)	De toekomst van Nederland als handelsstaat	Nijmegen	H	1886	Unknown	Unknown	f 0.50
Huet (A.)	 Landaahwinning in de Zuiderzee	Amst	Metzler & Basting	1890	Unknown	Unknown	f 0.40
Huet (A.)	 Steven Hoogendijk, de stichter van liet eerste stoomwerktuig in Nederland, herdacht door het Bataafsch Genootschap der Proefondervindelijke Wijsbegeerte te Rotter 1787-1887, Gedenkrede	Rott	W	1887	Unknown	Unknown	f 0.80
Huet (A.)	 Stoombemaling van polders en hoezems	's Hage	Gebr	1885	Unknown	Unknown	Unknown
Huet (G. D. L.)	Verdeeling van den arbeid in betrekking tot wetenschap en onderwijs	Redevoering uitgesproken ter gelegenheid van den 310en verjaardag der Rijks Universiteit te Leiden	9 Febr	1885	Unknown	Unknown	Unknown
Huet (P.)	Afrikaansche gedichten	Rott	D	1891	Unknown	Unknown	f 0.50
Huet (P.)	 De laagste plaats	Nijm	P	1891	Unknown	Unknown	f 0.10
Huet (P.)	 De tinnen doos of de brief van een knaap uit een steenkolenmijn	Goes	G	1890	Unknown	Unknown	f 0.05
Huet (P.)	 Gods reddende liefde aan gene zijde des grafs	Goes	A	1886	Unknown	Unknown	f 0.25
Huet (P.)	 Goesina	Goes	A	1883	Unknown	Unknown	f 0.25
Huet (P.)	 Jonggestorvenen	Goes	A	1886	Unknown	Unknown	f 0.30
Huet (P.)	Kort begrip van het spiritisme	Goes	A	1886	Unknown	Unknown	f 0.10
Huet (P.)	Mijne verantwoording voor het Classicaal bestuur	Goes	A	1885	Unknown	Unknown	f 0.25
Huet (P.)	Na vijfjaren	Amst	Jacques Dusseau	1891	Unknown	Unknown	f 0.50
Huet (P.)	 - Versus Dr	de Pree	hij aanleiding van diens preek : »Gods woord en het spiritisme"	1886	Unknown	Unknown	f 0.25
Huet (P.)	Voor vriend en tegenstander	Goes	A	1885	Unknown	Unknown	Unknown
Huet (P.)	 - it'at is er geschied? Gevolgd door de groote vraag: Waar zal hij zijn? door een lid der gemeente	(Overgedrukt uit het Tijd	Het Eeuwige Leven") Goes, A	1885	Unknown	Unknown	f 0.25
Huet (Paul A.)	Beschouwingen over de toestanden in de industrie in Nederland in verband met het Verslag der Commissie van Enquète	Amst	Gebr	1887	Unknown	Unknown	f 0.30
Huf van Buren (J.) [J	 De laatste der Arkels	Haan	H	1885	Unknown	Unknown	f 5.90
Huf van Buren (J.) [J	Elzas en Vogezen	Schoonh	S	1890	Unknown	Unknown	Unknown
Huf van Buren (J.) [J	Hertog Adolf	's Hage	W	1887	Unknown	Unknown	f 1.90
Huf van Buren (J.) [J	 Het nichtje van den bakker	4 heeren	2 dames	Unknown	Unknown	Unknown	f 0.70
Huf van Buren (J.) [J	 In 't harnas	Amst	Uitgevers-Maatschappij »Elsevier' (Rott	1888	Unknown	Unknown	f 3.50
Huf van Buren (J.) [J	Oom Frederik	Haart	W	1885	Unknown	Unknown	f 2.90
Huf van Buren (J.) [J	Oom Frederik	Zutph	Thieme's Boeken Muziekhandel	1887	Unknown	Unknown	f 0.90
Hugenholz (F. W. N.)	De weg waarlangs God ons leidde	(Amst	Brinkman & Zoon)	1888	Unknown	Unknown	f 0.30
Hugenholtz (J. B. T.)	Open brief aan Dr	's-Hage	11	1891	Unknown	Unknown	f 0.25
Hugenholtz Jr. (P. H.)	Karakterbeelden geschetst	Amst	Tj	1886	Unknown	Unknown	f 2.25
Hugenholtz Jr. (P. H.)	 -- Licht en schaduw	Amst	Tj	1888	Unknown	Unknown	f 1.50
Hugenholtz Jr. (P. H.)	Zedelijke religie	Amst	Tj	1888	Unknown	Unknown	f 2.50
Hugenholtz (Ph. R.)	Geloofs- en levensvragen	Amst	Tj	1885	Unknown	Unknown	f 3.80
Hugenholtz (Ph. R.)	Studiën op godsdienstig en zedekundig gebied	Amst	Tj	Unknown	Unknown	Unknown	f 6.40
Hugo (P. Herman)	Het leven van den Heiligen Joannes Berchmans	's Bosch	G	1888	Unknown	Unknown	f 0.50
Hugo (Victor)	Christus in het Vaticaan	Amst	J	4883	Unknown	Unknown	f 0.20
Hugo (Victor)	 De ellendigen	-Nijmegen	Gebr	1891	Unknown	Unknown	f 0.50
Huinink (S. A. ten Bokkel),	kel Huinink	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Huisdieren (Gedresseerde). (Panorama-prentenboek). Amst.	Jac	Unknown	Unknown	1887	Unknown	Unknown	f 0.90
Unknown	Huisgenoot (De)	1883, 1884; Rott	P	Unknown	Unknown	Unknown	f 1.40
Unknown	Huishoudboek (voor 1884---'1892)	Eenvoudige handleiding voor Nederlandsche huis -vrouwen	om op een gemakkelijke wijze hare huishoudelijke uitgaven en ontvangsten te kunnen aanteekenen en wekelijks en jaarlijks overzien	Unknown	Unknown	Unknown	f 1.50
Huishoudboek (voor 1884---'1892)	voor Nederlandsche vrouwen	leiden	A	1890	Unknown	Unknown	Unknown
Huishoudboek (voor 1884---'1892)	voor ordelievende huisvrouwen voor '1884-1892	Gouda	G	Unknown	Unknown	Unknown	f 1.50
Unknown	Huishoudster (De) van twee oude heeren	Blijspel in één bedrijf	vrij naar het Fransch door F	1889	Unknown	Unknown	f 0.40
Huisje (Hun). Tiet	D	Unknown	Unknown	1890	Unknown	Unknown	Unknown
Huismaan (T.)	Handleiding bij het onderwijs in het rekenen in de lagere school	Arnhem	M	1891	Unknown	Unknown	f 1.80
Huismaan (T.)	 -Opgaven bij het onderwijs in liet re33 kenen in de lagere school	Arnh	M	4891	Unknown	Unknown	f 0.20
Huisvriend (De). Geïllustreerd magazijn	gewijd aan de letteren en kunst	Schiedam	H	Unknown	Unknown	Unknown	f 3.60
Huisvriend (De)	 (De vroolijke)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Unknown	Humoristisch Album	Rott	-gangen van het Nijgh & van Ditmar	Unknown	Unknown	Unknown	f 2.30
Unknown	Humoristisch  (Goeverneur's oude)	-Nijm	Gebr	Unknown	Unknown	Unknown	f 3.60
Unknown	Huisvrouw (De)	Bott	Nijgh & van Ditmar	Unknown	Unknown	Unknown	f 1.50
Huizenga (T. A.)	Paleis voor volksvlijt	Amst	T	1889	Unknown	Unknown	Unknown
Huizinga (D.)	Handleiding bij de chemische oefeningen in het physiologisch laboratorium der rijks-universiteit te Groningen	Gron	P	1891	Unknown	Unknown	f 0.60
Huizinga (D.)	Nieuwe uitstapjes in het rijk der natuur Leesboek voor de volksschool	Gron	Noordhoff & Smit	1891	Unknown	Unknown	f 0.40
Huizinga (D.)	Onze gezondheid	Gron	P	1888	Unknown	Unknown	f 0.30
Huizinga (D.)	Uitstapjes in het rijk der natuur	-beveling van Gron	Noordhoff & Smit	1891	Unknown	Unknown	Unknown
Huizinga (J. Memo)	Des mesures prophylactiques efficaces d prendre centre la propagation des affections syphilitiques et vénériennes	Gron	P	1891	Unknown	Unknown	f 0.60
Huizinga (J. Memo)	 »En toch lijden wij	Amst	J	1883	Unknown	Unknown	f 0.50
Huizinga (J. Memo)	 Nutsidealen	Feestrede	uitgesproken hij gelegenheid der feestviering van het 100 jarig bestaan der Maatsch	1885	Unknown	Unknown	f 0.75
Huizinga (J. Memo)	 Proportioneelevertegenwoordiginggeen »blauw ideaal"	Gron	P	1888	Unknown	Unknown	f 0.30
Huizinga (S. P.)	De plant	Gron	Noordhoff & Srnit	1883	Unknown	Unknown	f 0.40
Huizinga (S. P.)	Dierkunde voor eerstbeginnenden	Gron	Noordhoff & Smit	1885	Unknown	Unknown	f 1.90
Huizinga (S. P.)	Plantkunde voor eerstbeginnenden, naar de leerboeken van M	Gron	Noord-bevelendheft & Smit	1883	Unknown	Unknown	f 1.90
Unknown	Hulpboekje bij het onderwijs in de leer van den Christelijken Godsdienst, naar den Bijbel	's Hage	H	1886	Unknown	Unknown	f 0.20
Unknown	Hulpmiddelen (De) van Jonathan of de knecht van twee meesters	Amst	G	Unknown	Unknown	Unknown	f 0.70
Hulsebos (J.)	Bede om rechtsherstel	Leeuw	A	1889	Unknown	Unknown	f 0.25
Hulshoff (P.)	Herhaling der hoofdbewerkingen in de rekenkunde voor de hoogste klasse der lagere school	Dockum	A	1888	Unknown	Unknown	f 0.15
Hulshoff (P.)	Korenaren	Zedelijk	godsdienstig leesboek voor de volksschool	1888	Unknown	Unknown	f 0.35
Huishorst (A. van)	Tennis de koejongen	's Hage	A	1891	Unknown	Unknown	f 0.12
Humme (H. C.)	Oefeningen ter vertaling in het Javaansch	Leiden	E	1886	Unknown	Unknown	f 0.90
Hummelinek (C. H.)	Eenige denkbeelden omtrent den toestand der zuivelbereiding in de laatste jaren en op het huidige oogenblik	flott	Nijgh en van Ditmar	1886	Unknown	Unknown	f 1.50
Hüne (N.)	Telephoon-wals voor piano	Haart	J	1883	Unknown	Unknown	f 0.60
Hüne (N.)	Tates -marsch	Haarl	J	Unknown	Unknown	Unknown	Unknown
Haeseker & Co. (Bott.	D	Unknown	Unknown	1883	Unknown	Unknown	f 0.60
Hunt (W. M.)	Praatjes over kunst door J	Leiden	E	1889	Unknown	Unknown	f 1.90
Huntington (W.)	Het arminiaansche geraamte of de arminiaan ontzenuwd en ontleed	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Harderwijk	W	Godron (Bott	J	1884	Unknown	Unknown	f 1.50
Unknown	Het verlies en liet herstel van het beeld Gods in den inensch	Biezelinge	Jac	1885	Unknown	Unknown	f 0.25
Unknown	Het  Het verlies en het herstel van het beeld Gods in den mensch, gepredikt in de Voorzienigheidskapel	Middelb	K	1888	Unknown	Unknown	f 0.30
Huperz (Th.)	Longen-gymnastiek	flott	W	1887	Unknown	Unknown	Unknown
Husen (R.)	Bloemengaarde van eigen bodem	Brielle	J	1887	Unknown	Unknown	f 0.30
Husen (R.)	Christelijke paedagogiek	(Gorinch	J	Unknown	Unknown	Unknown	f 3.25
Husen (R.)	Eerste beginselen van Nederlandsche taalkunde voor lagere scholen	Kampen	G	1886	Unknown	Unknown	f 0.25
Husen (R.)	 - Het leven van Koning Willem III	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Heusden	II	Unknown	Unknown	1589	Unknown	Unknown	f 1.20
Heusden	 Neerlands verlossing in 1813	r	Kemink & Zoon	1813	Unknown	Unknown	f 0.05
Heusden	Opvoed-en onderwijskunde ten behoeve van kweekscholen en normaallessen, ter opleiding van onderwijzers en onderwijzeressen	Gorinch	J	1890	Unknown	Unknown	f 1.25
Hutcheson (G.)	Sakelijke en practicale ver twaalf kleine propheten	Gron	R	1891	Unknown	Unknown	Unknown
Hutzler (Sara)	Cola	(Utr	G	1889	Unknown	Unknown	f 2.50
Hutzler (Sara)	Kleine menschen	(Amst	J	1884	Unknown	Unknown	f 1.50
Unknown	Huwelijk (Is 't) eene fout? Eene reeks van ingezonden brieven over deze vraag, ver dagblad »The daily telegraph"-schenen in het verzameld en in 't licht gegeven door Hairy Quilter benevens eene verhandeling over de philosophic van het huwelijk door Mrs	Lynn Linton	gevolgd door een overzicht der voornaamste wetten op huwelijk en echtscheiding in verschillende landen door H	1889	Unknown	Unknown	f 1.25
Unknown	Huwelijksbode (De)	Rott	Gebr	Unknown	Unknown	Unknown	f 0.10
Unknown	Huwelijksnaeht (De) van gravin v	door R Rott	v	1883	Unknown	Unknown	f 0.60
Unknown	Huwelijkspreek (De)	Rott	Gebr	1890	Unknown	Unknown	f 0.40
Huygens (Christiaan)	Oeuvres complètes	La Haye	Mart	Unknown	Unknown	Unknown	Unknown
Huygens (Constantijn)	 De zeestraet van 's Gravenhage op Scheveningh Met Steenwegh en Brieven	Stellwagen	Zie Panthéon No	Unknown	Unknown	Unknown	Unknown
Huygens (Constantijn)	Hofwijck door H	Culemborg	Blom & Olivierse	1888	Unknown	Unknown	f 2.50
Huygens (Constantijn)	 Oogentroost	Voor 't onderwijs err tot zelfoefening	met inleiding, noten en aanteekeningen door A	1888	Unknown	Unknown	f 0.90
Huygens (Constantijn)	Zede-printen, vermeerderd met de tot dusver onuitgegeven print van »Een' professor" en van inleiding en aauteekeningen voorzien door H	Groningen	J	1891	Unknown	Unknown	Unknown
Huygens (Cornelie)	Arabesken	Amst	P	1884	Unknown	Unknown	f 2.75
Huygens (Cornelie)	 Ellen	Amst	P	1889	Unknown	Unknown	f 2.25
Huygens (Cornelie)	llélène van Bentinck	Dordr		1889	Unknown	Unknown	f 2.90
Huygens (Cornelie)	 Regina	Amst	P	1884	Unknown	Unknown	f 3.25
Huygens (Cornelie)	Uit den strijd des levens	Dordr	J	1887	Unknown	Unknown	f 1.60
Huygens (Jeanne),	 Broughton	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Huyser (P. C.)	De pioniers van Indië, 	's Hage	Mart	4885	Unknown	Unknown	f 1.90
Unknown	Huzaar tegen wil en dank	's Hage	C	1891	Unknown	Unknown	f 0.60
Ibn Abd el-Kerim ali riz,i von Siráz	Das  Tárikli-i Zendije Herausgegeben und mit E	Leiden	E	1889	Unknown	Unknown	f 1.75
Unknown	Ibn al Anbitri's Asrdr al Arabiya	Batay	E	1886	Unknown	Unknown	Unknown
Ibnu HijfLm	La pluie de rosée, étanchement de la soit	Leyden	E	1887	Unknown	Unknown	Unknown
Ibsen (Henrik	Een vijand des volks	Vertaald uit het Noorsch	door Ida Donker	1883	Unknown	Unknown	f 1.50
Ibsen (Henrik	Hedda Gabler	Amst	Uitgevers-Maatsch,ippij »Elsevier"	Unknown	Unknown	Unknown	f 1.25
Ibsen (Henrik	 - Nora	Amst	A	1887	Unknown	Unknown	Unknown
Unknown	Idioms (Comparative)	Amst	Allert de Lange	1890	Unknown	Unknown	f 1.25
Idsinga (J. W. H. M. van)	Een vonnis van den kantonrechter te 's Gravenhage, betreffende gemeentebelastingen en de Wet	's Hage	W	1887	Unknown	Unknown	f 0.40
Idsinga (M. A. van)	(Achtste tot dertiende) Verzameling van bijhoudingelijsten, behoorende bij de registers van 1871 en 1874 van dijkshoogten, vaste hoogtemerken, enz	Arnh	P	Unknown	Unknown	Unknown	Unknown
